"","Sex_GPS","Territory_antonio","ID_F","F_human_1","F_humanlands_1","F_agri_1","F_forest_1","F_roadens_sec1","F_mainroad_1","F_bear_1","F_roadbuild_1","F_build_1","ID_M","M_human_1","M_humanlands_1","M_agri_1","M_forest_1","M_roadens_sec1","M_mainroad_1","M_bear_1","M_roadbuild_1","M_build_1"
"12","M","Fulufjallet_2010_w","M-09-06",9.80992875988273,0.00252062138253686,0.014281317075124,0.874671486128369,1.00632447583642,0.281056365534387,0.0335762788294703,14.9999963480846,1.51420972562175,"M-09-04",11.41076174667,0.00184643516504519,0.0172802793661575,0.862839051277719,0.974507516259318,0.311442818220946,0.0248138800883725,14.0419012867944,1.53865539145719
"13","M","Fulufjallet_2010_s","M-09-06",9.80992875988273,0.00252062138253686,0.014281317075124,0.874671486128369,1.00632447583642,0.281056365534387,0.0335762788294703,14.9999963480846,1.51420972562175,"M-09-04",11.41076174667,0.00184643516504519,0.0172802793661575,0.862839051277719,0.974507516259318,0.311442818220946,0.0248138800883725,14.0419012867944,1.53865539145719
"14","M","Tenskog_2010_w","M-10-01",5.46462314565464,0.00174790117693468,0.00877117312758372,0.801834918141197,0.996396328958254,0.159795069435224,0.754330572111025,12.3981436522731,1.85776255732213,"M-10-02",9.74992133019098,0.00121491208306636,0.0055465909522152,0.803460164529043,1.00003960362443,0.167194631862257,0.65268066143725,11.3075403730485,1.92328050772169
"15","M","Tandsjon_2012_w","M-09-09",1.59545814150167,0.00192546499986578,0.00459280817768632,0.670260070429781,0.460420155614614,0.174332370246354,0.478245177000692,11.0285585334955,1.94530154087323,"M-11-03",13.3444437059409,0.00922336315902581,0.0209905510722403,0.776352360015816,1.02524867611956,0.340511035503061,0.0089365321931611,30.7913160823725,2.05490507800977
"16","M","Kukumaki_2013_w","M-13-01",2.20805152183169,0.000684625325390164,0.00279057292856559,0.777075511136165,0.667255317517723,0.103569620553704,0.948506090497916,5.06121826786174,1.87295270067387,"M-13-02",3.91245788781433,0.00323039640674658,0.00560454291019258,0.806371564210194,0.898497419314341,0.217389389786818,0.933983593982992,10.2702392048147,1.84997219985642
"17","M","Tandsjon_2014_w","M-09-09",1.59545814150167,0.00192546499986578,0.00459280817768632,0.670260070429781,0.460420155614614,0.174332370246354,0.478245177000692,11.0285585334955,1.94530154087323,"M-11-03",13.3444437059409,0.00922336315902581,0.0209905510722403,0.776352360015816,1.02524867611956,0.340511035503061,0.0089365321931611,30.7913160823725,2.05490507800977
"18","M","Kukumaki_2014_w","M-13-01",2.20805152183169,0.000684625325390164,0.00279057292856559,0.777075511136165,0.667255317517723,0.103569620553704,0.948506090497916,5.06121826786174,1.87295270067387,"M-13-02",3.91245788781433,0.00323039640674658,0.00560454291019258,0.806371564210194,0.898497419314341,0.217389389786818,0.933983593982992,10.2702392048147,1.84997219985642
"19","F","Kukumaki_2015_w","M-13-01",2.20805152183169,0.000684625325390164,0.00279057292856559,0.777075511136165,0.667255317517723,0.103569620553704,0.948506090497916,5.06121826786174,1.87295270067387,"M-13-02",3.91245788781433,0.00323039640674658,0.00560454291019258,0.806371564210194,0.898497419314341,0.217389389786818,0.933983593982992,10.2702392048147,1.84997219985642
"20","M","Nyskoga_2003_s","M-00-08",13.4885641128303,0.00268287003662642,0.053019387879808,0.7896361871968,0.624153711671456,0.352791267999318,0.0082010512816087,14.2771789630228,1.23713249445626,"M-00-07",7.27335101341742,0.00118745068917974,0.00506351390388873,0.783356818965608,0.87789087328811,0.249694467320574,0.072548602894609,10.6760040143299,1.89787310841695
"21","M","Grafjell_2003_s","M-01-10",0.874847098012378,0.000860319739545664,0.0139259258427068,0.815277023765898,0.393037857299105,0.155147583141213,0.0785154660279943,10.3127845974685,1.17907765264025,"M-01-09",7.27335101341742,0.00118745068917974,0.00506351390388873,0.783356818965608,0.87789087328811,0.249694467320574,0.072548602894609,10.6760040143299,1.89787310841695
"22","M","Bograngen_2003_s","M-00-11",4.4073065674337,0.00281186297949115,0.0114714273512633,0.83979249936213,0.800009959353182,0.233754244448547,0.109390959767313,10.8734822746969,1.53855704596491,"M-00-09",10.9672512589276,0.00349114941087938,0.00383295850460711,0.803240346472505,0.946508199934021,0.239468361253009,0.0893342146722642,13.6871763554388,1.93214962937291
"23","F","Halgan_2003_s","M-02-06",4.4073065674337,0.00281186297949115,0.0114714273512633,0.83979249936213,0.800009959353182,0.233754244448547,0.109390959767313,10.8734822746969,1.53855704596491,"M-04-01",4.70183190524557,0.00579196352882171,0.0164657110822624,0.804738142490711,0.959190592288971,0.158233355955667,0.866972140926413,19.4167821122745,2.09681218647181
"24","M","Djurskog_2004_s","M-02-09",13.4885641128303,0.00268287003662642,0.053019387879808,0.7896361871968,0.624153711671456,0.352791267999318,0.0082010512816087,14.2771789630228,1.23713249445626,"M-03-06",4.70183190524557,0.00579196352882171,0.0164657110822624,0.804738142490711,0.959190592288971,0.158233355955667,0.866972140926413,19.4167821122745,2.09681218647181
"25","M","Koppang_2004_s","G2-02",6.99197140142786,0.00122059731468017,0.00480639081350125,0.783732735930041,0.872559096965637,0.250376243169785,0.0740759997660498,10.1259020737316,1.88193615318451,"M-04-02",13.4885641128303,0.00268287003662642,0.053019387879808,0.7896361871968,0.624153711671456,0.352791267999318,0.0082010512816087,14.2771789630228,1.23713249445626
"26","M","Grafjell_2004_s","M-01-10",0.874847098012378,0.000860319739545664,0.0139259258427068,0.815277023765898,0.393037857299105,0.155147583141213,0.0785154660279943,10.3127845974685,1.17907765264025,"M-01-09",7.27335101341742,0.00118745068917974,0.00506351390388873,0.783356818965608,0.87789087328811,0.249694467320574,0.072548602894609,10.6760040143299,1.89787310841695
"27","M","Kloten_2009_s","M-05-07",18.4367180484478,0.0107179637401665,0.0983816190752367,0.737509380757171,1.00041350454627,0.3725270529346,0.0127652792930102,43.1611631981675,2.16589402046157,"M-09-18",56.4262774036726,0.0474578451575936,0.22564479466776,0.56617388078754,1.01829334590342,0.471471133268834,1.16349485625386e-05,167.931550682731,2.71464821139263
"28","M","Tenskog_2011_s","M-10-01",5.46462314565464,0.00174790117693468,0.00877117312758372,0.801834918141197,0.996396328958254,0.159795069435224,0.754330572111025,12.3981436522731,1.85776255732213,"M-10-02",9.74992133019098,0.00121491208306636,0.0055465909522152,0.803460164529043,1.00003960362443,0.167194631862257,0.65268066143725,11.3075403730485,1.92328050772169
"29","M","Tandsjon_2014_s","M-09-09",1.59545814150167,0.00192546499986578,0.00459280817768632,0.670260070429781,0.460420155614614,0.174332370246354,0.478245177000692,11.0285585334955,1.94530154087323,"M-11-03",13.3444437059409,0.00922336315902581,0.0209905510722403,0.776352360015816,1.02524867611956,0.340511035503061,0.0089365321931611,30.7913160823725,2.05490507800977
"30","M","Kukumaki_2014_s","M-13-01",2.20805152183169,0.000684625325390164,0.00279057292856559,0.777075511136165,0.667255317517723,0.103569620553704,0.948506090497916,5.06121826786174,1.87295270067387,"M-13-02",3.91245788781433,0.00323039640674658,0.00560454291019258,0.806371564210194,0.898497419314341,0.217389389786818,0.933983593982992,10.2702392048147,1.84997219985642
"31","F","Kukumaki_2015_s","M-13-01",2.20805152183169,0.000684625325390164,0.00279057292856559,0.777075511136165,0.667255317517723,0.103569620553704,0.948506090497916,5.06121826786174,1.87295270067387,"M-13-02",3.91245788781433,0.00323039640674658,0.00560454291019258,0.806371564210194,0.898497419314341,0.217389389786818,0.933983593982992,10.2702392048147,1.84997219985642
"32","M","Aspafallet_2015_s","M-15-01",17.8497888962167,0.00913581176385977,0.0979736412920003,0.741570375421961,1.00659874355793,0.373320942712646,0.0130654016529143,37.7386424930132,2.09735153727048,"M-15-02",19.5074105401125,0.0100615517143074,0.0699026157721951,0.762180935742826,0.981757735317687,0.330499466168129,0.0209459039421742,44.5641411420459,2.35221589887746
"33","M","Aspafallet_2015_w","M-15-01",17.8497888962167,0.00913581176385977,0.0979736412920003,0.741570375421961,1.00659874355793,0.373320942712646,0.0130654016529143,37.7386424930132,2.09735153727048,"M-15-02",19.5074105401125,0.0100615517143074,0.0699026157721951,0.762180935742826,0.981757735317687,0.330499466168129,0.0209459039421742,44.5641411420459,2.35221589887746
"34","M","Forshyttan_2005_s","M-05-09",9.81438275896279,0.0112832575143718,0.0206746991539653,0.812708725166336,1.0068772574246,0.307503867697438,0.0190695950242477,36.6850485944365,2.17943465318068,"M-05-05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","M","Glaskogen_2002_s1","M-02-12",13.4885641128303,0.00268287003662642,0.053019387879808,0.7896361871968,0.624153711671456,0.352791267999318,0.0082010512816087,14.2771789630228,1.23713249445626,"G1-02",10.9672512589276,0.00349114941087938,0.00383295850460711,0.803240346472505,0.946508199934021,0.239468361253009,0.0893342146722642,13.6871763554388,1.93214962937291
"36","M","Glaskogen_2002_s2","M-02-12",13.4885641128303,0.00268287003662642,0.053019387879808,0.7896361871968,0.624153711671456,0.352791267999318,0.0082010512816087,14.2771789630228,1.23713249445626,"G1-02",10.9672512589276,0.00349114941087938,0.00383295850460711,0.803240346472505,0.946508199934021,0.239468361253009,0.0893342146722642,13.6871763554388,1.93214962937291
"37","M","Glaskogen_2002_s3","M-02-12",13.4885641128303,0.00268287003662642,0.053019387879808,0.7896361871968,0.624153711671456,0.352791267999318,0.0082010512816087,14.2771789630228,1.23713249445626,"G1-02",10.9672512589276,0.00349114941087938,0.00383295850460711,0.803240346472505,0.946508199934021,0.239468361253009,0.0893342146722642,13.6871763554388,1.93214962937291
"38","M","Hasselfors_2003_w","M-01-04",6.99197140142786,0.00122059731468017,0.00480639081350125,0.783732735930041,0.872559096965637,0.250376243169785,0.0740759997660498,10.1259020737316,1.88193615318451,"M-01-05",7.27335101341742,0.00118745068917974,0.00506351390388873,0.783356818965608,0.87789087328811,0.249694467320574,0.072548602894609,10.6760040143299,1.89787310841695
"39","M","Kloten_2010_w","M-05-07",18.4367180484478,0.0107179637401665,0.0983816190752367,0.737509380757171,1.00041350454627,0.3725270529346,0.0127652792930102,43.1611631981675,2.16589402046157,"M-09-18",56.4262774036726,0.0474578451575936,0.22564479466776,0.56617388078754,1.01829334590342,0.471471133268834,1.16349485625386e-05,167.931550682731,2.71464821139263
"40","M","Riala_2010_w","M-10-03",13.3444437059409,0.00922336315902581,0.0209905510722403,0.776352360015816,1.02524867611956,0.340511035503061,0.0089365321931611,30.7913160823725,2.05490507800977,"M-09-01",6.14370488656096,0.00223324394617881,0.0257112502597598,0.863863107188399,1.04171094870567,0.280633090538893,0.678752154062371,22.6793655471275,1.83993112999082
"41","M","Stadra_2003_w","M-02-07",4.4073065674337,0.00281186297949115,0.0114714273512633,0.83979249936213,0.800009959353182,0.233754244448547,0.109390959767313,10.8734822746969,1.53855704596491,"M-03-04",78.6506634132516,0.012447665704971,0.221645176052551,0.652094395792101,0.503042298615278,0.65466437916882,0.000764095354146292,24.5407409949912,1.29064092293203
"42","F","Tandsjon_2012_s","M-09-09",1.59545814150167,0.00192546499986578,0.00459280817768632,0.670260070429781,0.460420155614614,0.174332370246354,0.478245177000692,11.0285585334955,1.94530154087323,"M-11-03",13.3444437059409,0.00922336315902581,0.0209905510722403,0.776352360015816,1.02524867611956,0.340511035503061,0.0089365321931611,30.7913160823725,2.05490507800977
"43","M","Ulriksberg_2006_w","M-00-04",6.99197140142786,0.00122059731468017,0.00480639081350125,0.783732735930041,0.872559096965637,0.250376243169785,0.0740759997660498,10.1259020737316,1.88193615318451,"M-98-04",7.46124693644633,0.00596732220853956,0.0189687783586281,0.814553105662431,0.980263565803741,0.232726240578568,0.353807317602848,25.7655214267574,2.07564508743237
"44","M","Ulriksberg_2007_w","M-00-04",6.99197140142786,0.00122059731468017,0.00480639081350125,0.783732735930041,0.872559096965637,0.250376243169785,0.0740759997660498,10.1259020737316,1.88193615318451,"M-98-04",7.46124693644633,0.00596732220853956,0.0189687783586281,0.814553105662431,0.980263565803741,0.232726240578568,0.353807317602848,25.7655214267574,2.07564508743237
"45","M","Uttersberg_2005_s","M-06-01",8.4932978697659,0.00685810102417458,0.0095029092521375,0.802683379831836,1.08490647642425,0.291951704676602,0.0403422518655959,22.6835129869763,1.98281167156484,"M-05-06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","M","Uttersberg_2005_w","M-06-01",8.4932978697659,0.00685810102417458,0.0095029092521375,0.802683379831836,1.08490647642425,0.291951704676602,0.0403422518655959,22.6835129869763,1.98281167156484,"M-05-06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","M","Uttersberg_2006_w","M-06-01",8.4932978697659,0.00685810102417458,0.0095029092521375,0.802683379831836,1.08490647642425,0.291951704676602,0.0403422518655959,22.6835129869763,1.98281167156484,"M-05-06",NA,NA,NA,NA,NA,NA,NA,NA,NA
